citing_id,cited_id
301,499
301,696
301,719
301,827
301,869
301,990
301,1437
301,1526
301,1796
301,1870
301,1875
301,1916
301,3415
301,3583
301,3587
301,3758
301,3861
301,3869
301,11096
301,11331
301,11360
301,11889
301,11907
301,12424
301,12649
301,12751
301,12967
301,13068
301,13243
301,13252
301,14330
308,1439
308,2475
308,3341
308,5599
308,11564
308,12348
308,13882
308,13999
312,85
312,205
312,259
312,385
312,540
312,613
312,660
312,712
312,1064
312,1086
312,1401
312,1746
312,1993
312,2485
312,2495
312,3291
312,3301
312,3305
312,3309
312,3314
312,5599
312,11386
312,11992
312,13512
312,13882
312,13887
312,13985
312,13998
312,14011
312,14060
312,14236
319,2054
321,1515
321,3248
321,3883
321,13783
321,13784
328,10
328,1427
328,3375
328,3576
328,3615
328,13122
328,14035
330,65
330,205
330,223
330,1354
330,1359
330,3587
330,3661
338,593
338,1706
338,2278
340,38
340,39
340,40
340,41
340,46
340,68
340,70
340,181
340,268
340,11667
341,38
341,40
341,41
341,43
341,46
341,58
341,68
341,70
341,88
341,104
341,113
341,135
341,143
341,163
341,167
341,176
341,203
341,266
341,268
341,281
341,283
341,316
341,342
341,344
341,363
341,414
341,439
341,465
341,487
341,552
341,607
341,635
341,655
341,687
341,750
341,764
341,849
341,859
341,870
341,940
341,960
341,976
341,988
341,1004
341,1039
341,11132
341,11207
341,11311
341,11327
341,11493
341,11574
341,11597
341,11876
341,11886
341,12184
341,12200
341,12393
341,12414
341,12435
341,12438
341,12463
341,12498
341,12864
341,12869
341,13140
341,13172
341,13199
341,13233
341,13292
341,13302
341,14017
341,14429
342,39
342,43
342,56
342,112
342,122
342,439
342,504
342,11644
342,13598
343,50
343,51
343,128
343,144
343,160
343,172
343,216
343,240
343,246
343,261
343,404
343,472
343,959
343,1091
343,12320
343,12792
343,13663
343,14358
344,39
344,58
344,74
344,88
344,90
344,207
344,233
344,255
344,276
344,283
344,305
344,316
344,354
344,454
344,507
344,791
344,11214
344,11457
344,11640
344,11813
345,82
345,265
345,403
345,425
345,445
345,12872
346,40
346,121
346,163
346,199
346,497
346,11132
346,11133
346,13077
348,84
348,127
348,257
348,422
348,827
348,1352
348,1354
348,1379
348,1454
348,1510
348,1526
348,1706
348,3032
348,3728
348,3758
348,3760
348,3850
348,3865
348,11589
348,13023
349,1383
349,1495
349,1713
349,2062
349,2996
349,3178
349,3355
349,3415
349,3557
349,3661
352,499
352,576
352,1796
352,11734
367,96
367,208
367,398
367,413
367,805
367,834
367,11354
367,14430
368,53
368,78
368,156
368,274
368,549
368,623
368,773
368,1524
368,3661
368,12019
368,13016
368,13185
368,13226
368,13928
377,96
377,11501
377,13492
383,263
383,349
383,1361
383,1383
383,1504
383,1730
383,1749
383,2052
383,3106
383,3355
383,3415
383,3585
383,3773
383,11263
385,2981
385,3810
386,422
386,827
386,1000
386,1419
386,1526
386,3436
386,3746
386,3850
386,10607
393,39
393,51
393,52
393,56
393,89
393,160
393,166
393,192
393,193
393,196
393,292
393,409
393,454
393,803
393,11516
394,9
394,81
394,85
394,205
394,3030
394,3291
394,13656
394,13949
394,14236
396,1449
396,2950
396,3336
396,3345
399,38
399,40
399,41
399,46
399,51
399,56
399,68
399,71
399,74
399,90
399,104
399,140
399,176
399,181
399,256
399,264
399,366
399,872
399,11091
399,12210
399,12548
402,321
402,1515
402,3248
402,3883
402,13777
402,13783
402,13784
406,13857
407,3591
407,11226
407,14462
408,42
408,828
408,963
408,1036
408,1522
408,1821
408,1859
408,1980
408,2062
408,3254
408,3845
408,12085
408,12340
408,14035
408,14367
408,14518
412,45
412,204
412,916
420,59
420,237
420,503
420,521
420,2064
420,3533
420,11130
420,11496
420,12561
422,101
422,962
422,1066
422,1067
422,1357
422,1375
422,1377
422,1401
422,1425
422,1439
422,1441
422,1445
422,1451
422,1454
422,1827
422,1831
422,2170
422,2519
422,2968
422,2970
422,2979
422,2990
422,3024
422,3146
422,3728
422,3820
423,12697
430,1439
430,11564
430,13882
430,14001
435,38
435,68
435,104
435,120
435,885
435,11834
435,12200
439,38
439,43
439,56
439,123
439,210
439,247
439,12377
446,59
446,65
446,76
446,2052
446,3827
446,11113
446,11558
446,12925
448,1498
448,3345
451,10
451,1379
451,1495
451,2468
451,3661
451,3871
453,72
453,1498
453,12207
453,14330
454,38
454,51
454,55
454,56
454,69
454,71
454,108
454,169
454,199
454,203
454,207
454,326
454,464
454,767
454,777
454,11080
454,11177
454,11432
455,38
455,41
455,74
455,94
455,122
455,241
455,561
455,569
455,904
455,11111
455,11397
455,11419
455,11697
455,11836
455,12182
455,12254
455,12814
456,38
456,40
456,41
456,43
456,51
456,56
456,71
456,74
456,89
456,90
456,266
456,366
456,872
456,11091
457,205
457,223
457,1377
457,1449
457,1512
457,1706
457,1717
457,1741
457,3032
457,3320
457,3461
457,3515
457,3835
460,39
460,40
461,1050
462,294
462,308
462,1044
462,1369
462,1791
462,3281
462,11295
462,11636
462,11707
462,12067
462,12267
462,13189
462,13887
462,13949
462,13977
462,13990
463,1379
463,1391
463,1512
463,2471
466,3958
466,14546
466,14548
467,49
467,186
467,206
467,606
467,3722
467,11099
467,13065
467,14367
471,53
471,5599
471,11371
471,11449
471,12044
472,38
472,39
472,41
472,43
472,46
472,52
472,56
472,58
472,68
472,69
472,70
472,71
472,89
472,90
472,105
472,113
472,120
472,121
472,132
472,133
472,136
472,149
472,150
472,157
472,166
472,169
472,180
472,187
472,188
